,country,year,cases,sex,age
81709,CF,1997,301.0,f,15-24
87478,CF,1997,394.0,f,25-34
93247,CF,1997,207.0,f,35-44
99016,CF,1997,100.0,f,45-54
104785,CF,1997,23.0,f,55-64
18250,CF,1997,54.0,m,0-14
24019,CF,1997,211.0,m,15-24
29788,CF,1997,403.0,m,25-34
35557,CF,1997,282.0,m,35-44
41326,CF,1997,144.0,m,45-54
47095,CF,1997,65.0,m,55-64
75941,CF,1998,67.0,f,0-14
81710,CF,1998,353.0,f,15-24
87479,CF,1998,476.0,f,25-34
93248,CF,1998,217.0,f,35-44
99017,CF,1998,115.0,f,45-54
104786,CF,1998,61.0,f,55-64
18251,CF,1998,28.0,m,0-14
24020,CF,1998,205.0,m,15-24
29789,CF,1998,482.0,m,25-34
35558,CF,1998,328.0,m,35-44
41327,CF,1998,157.0,m,45-54
47096,CF,1998,76.0,m,55-64
75942,CF,1999,72.0,f,0-14
81711,CF,1999,376.0,f,15-24
87480,CF,1999,498.0,f,25-34
93249,CF,1999,196.0,f,35-44
99018,CF,1999,86.0,f,45-54
104787,CF,1999,52.0,f,55-64
18252,CF,1999,28.0,m,0-14
24021,CF,1999,224.0,m,15-24
29790,CF,1999,529.0,m,25-34
35559,CF,1999,367.0,m,35-44
41328,CF,1999,123.0,m,45-54
47097,CF,1999,67.0,m,55-64
75944,CF,2001,25.0,f,0-14
81713,CF,2001,179.0,f,15-24
87482,CF,2001,236.0,f,25-34
93251,CF,2001,123.0,f,35-44
99020,CF,2001,64.0,f,45-54
104789,CF,2001,23.0,f,55-64
18254,CF,2001,15.0,m,0-14
24023,CF,2001,127.0,m,15-24
29792,CF,2001,279.0,m,25-34
35561,CF,2001,171.0,m,35-44
41330,CF,2001,78.0,m,45-54
47099,CF,2001,45.0,m,55-64
75945,CF,2002,66.0,f,0-14
81714,CF,2002,315.0,f,15-24
87483,CF,2002,402.0,f,25-34
93252,CF,2002,262.0,f,35-44
99021,CF,2002,139.0,f,45-54
104790,CF,2002,82.0,f,55-64
18255,CF,2002,76.0,m,0-14
24024,CF,2002,264.0,m,15-24
29793,CF,2002,462.0,m,25-34
35562,CF,2002,414.0,m,35-44
41331,CF,2002,154.0,m,45-54
47100,CF,2002,82.0,m,55-64
75947,CF,2004,14.0,f,0-14
81716,CF,2004,60.0,f,15-24
87485,CF,2004,430.0,f,25-34
93254,CF,2004,559.0,f,35-44
99023,CF,2004,181.0,f,45-54
104792,CF,2004,46.0,f,55-64
18257,CF,2004,12.0,m,0-14
24026,CF,2004,58.0,m,15-24
29795,CF,2004,694.0,m,25-34
35564,CF,2004,575.0,m,35-44
41333,CF,2004,241.0,m,45-54
47102,CF,2004,30.0,m,55-64
75948,CF,2005,30.0,f,0-14
81717,CF,2005,32.0,f,15-24
87486,CF,2005,420.0,f,25-34
93255,CF,2005,145.0,f,35-44
99024,CF,2005,30.0,f,45-54
104793,CF,2005,40.0,f,55-64
18258,CF,2005,29.0,m,0-14
24027,CF,2005,40.0,m,15-24
29796,CF,2005,1136.0,m,25-34
35565,CF,2005,160.0,m,35-44
41334,CF,2005,26.0,m,45-54
47103,CF,2005,35.0,m,55-64
75949,CF,2006,52.0,f,0-14
81718,CF,2006,538.0,f,15-24
87487,CF,2006,613.0,f,25-34
93256,CF,2006,647.0,f,35-44
99025,CF,2006,126.0,f,45-54
104794,CF,2006,42.0,f,55-64
18259,CF,2006,48.0,m,0-14
24028,CF,2006,409.0,m,15-24
29797,CF,2006,770.0,m,25-34
35566,CF,2006,923.0,m,35-44
41335,CF,2006,152.0,m,45-54
47104,CF,2006,83.0,m,55-64
75951,CF,2008,102.0,f,0-14
81720,CF,2008,481.0,f,15-24
87489,CF,2008,673.0,f,25-34
93258,CF,2008,378.0,f,35-44
99027,CF,2008,196.0,f,45-54
104796,CF,2008,136.0,f,55-64
18261,CF,2008,68.0,m,0-14
24030,CF,2008,466.0,m,15-24
29799,CF,2008,643.0,m,25-34
35568,CF,2008,515.0,m,35-44
41337,CF,2008,276.0,m,45-54
47106,CF,2008,160.0,m,55-64
75967,CG,1995,17.0,f,0-14
81736,CG,1995,296.0,f,15-24
87505,CG,1995,353.0,f,25-34
93274,CG,1995,167.0,f,35-44
99043,CG,1995,61.0,f,45-54
104812,CG,1995,38.0,f,55-64
18277,CG,1995,16.0,m,0-14
24046,CG,1995,265.0,m,15-24
29815,CG,1995,409.0,m,25-34
35584,CG,1995,221.0,m,35-44
41353,CG,1995,73.0,m,45-54
47122,CG,1995,44.0,m,55-64
75971,CG,1999,25.0,f,0-14
81740,CG,1999,297.0,f,15-24
87509,CG,1999,348.0,f,25-34
93278,CG,1999,143.0,f,35-44
99047,CG,1999,83.0,f,45-54
104816,CG,1999,24.0,f,55-64
18281,CG,1999,17.0,m,0-14
24050,CG,1999,272.0,m,15-24
29819,CG,1999,407.0,m,25-34
35588,CG,1999,229.0,m,35-44
41357,CG,1999,99.0,m,45-54
47126,CG,1999,39.0,m,55-64
75973,CG,2001,53.0,f,0-14
81742,CG,2001,554.0,f,15-24
87511,CG,2001,706.0,f,25-34
93280,CG,2001,377.0,f,35-44
99049,CG,2001,177.0,f,45-54
104818,CG,2001,85.0,f,55-64
18283,CG,2001,31.0,m,0-14
24052,CG,2001,557.0,m,15-24
29821,CG,2001,756.0,m,25-34
35590,CG,2001,437.0,m,35-44
41359,CG,2001,174.0,m,45-54
47128,CG,2001,85.0,m,55-64
75976,CG,2004,38.0,f,0-14
81745,CG,2004,310.0,f,15-24
87514,CG,2004,800.0,f,25-34
93283,CG,2004,373.0,f,35-44
99052,CG,2004,156.0,f,45-54
104821,CG,2004,88.0,f,55-64
18286,CG,2004,9.0,m,0-14
24055,CG,2004,602.0,m,15-24
29824,CG,2004,887.0,m,25-34
35593,CG,2004,451.0,m,35-44
41362,CG,2004,251.0,m,45-54
47131,CG,2004,78.0,m,55-64
75978,CG,2006,44.0,f,0-14
81747,CG,2006,384.0,f,15-24
87516,CG,2006,500.0,f,25-34
93285,CG,2006,247.0,f,35-44
99054,CG,2006,138.0,f,45-54
104823,CG,2006,79.0,f,55-64
18288,CG,2006,32.0,m,0-14
24057,CG,2006,371.0,m,15-24
29826,CG,2006,656.0,m,25-34
35595,CG,2006,392.0,m,35-44
41364,CG,2006,174.0,m,45-54
47133,CG,2006,69.0,m,55-64
75979,CG,2007,45.0,f,0-14
81748,CG,2007,411.0,f,15-24
87517,CG,2007,608.0,f,25-34
93286,CG,2007,334.0,f,35-44
99055,CG,2007,153.0,f,45-54
104824,CG,2007,71.0,f,55-64
18289,CG,2007,28.0,m,0-14
24058,CG,2007,351.0,m,15-24
29827,CG,2007,635.0,m,25-34
35596,CG,2007,482.0,m,35-44
41365,CG,2007,233.0,m,45-54
47134,CG,2007,78.0,m,55-64
75980,CG,2008,56.0,f,0-14
81749,CG,2008,396.0,f,15-24
87518,CG,2008,505.0,f,25-34
93287,CG,2008,308.0,f,35-44
99056,CG,2008,135.0,f,45-54
104825,CG,2008,85.0,f,55-64
18290,CG,2008,31.0,m,0-14
24059,CG,2008,417.0,m,15-24
29828,CG,2008,606.0,m,25-34
35597,CG,2008,469.0,m,35-44
41366,CG,2008,195.0,m,45-54
47135,CG,2008,68.0,m,55-64
75996,CH,1995,1.0,f,0-14
81765,CH,1995,13.0,f,15-24
87534,CH,1995,20.0,f,25-34
93303,CH,1995,9.0,f,35-44
99072,CH,1995,1.0,f,45-54
104841,CH,1995,2.0,f,55-64
18306,CH,1995,0.0,m,0-14
24075,CH,1995,12.0,m,15-24
29844,CH,1995,23.0,m,25-34
35613,CH,1995,26.0,m,35-44
41382,CH,1995,23.0,m,45-54
47151,CH,1995,13.0,m,55-64
75997,CH,1996,0.0,f,0-14
81766,CH,1996,6.0,f,15-24
87535,CH,1996,18.0,f,25-34
93304,CH,1996,4.0,f,35-44
99073,CH,1996,4.0,f,45-54
104842,CH,1996,4.0,f,55-64
18307,CH,1996,1.0,m,0-14
24076,CH,1996,12.0,m,15-24
29845,CH,1996,28.0,m,25-34
35614,CH,1996,27.0,m,35-44
41383,CH,1996,17.0,m,45-54
47152,CH,1996,17.0,m,55-64
75998,CH,1997,0.0,f,0-14
81767,CH,1997,14.0,f,15-24
87536,CH,1997,14.0,f,25-34
93305,CH,1997,6.0,f,35-44
99074,CH,1997,2.0,f,45-54
104843,CH,1997,2.0,f,55-64
18308,CH,1997,0.0,m,0-14
24077,CH,1997,16.0,m,15-24
29846,CH,1997,20.0,m,25-34
35615,CH,1997,15.0,m,35-44
41384,CH,1997,11.0,m,45-54
47153,CH,1997,7.0,m,55-64
75999,CH,1998,1.0,f,0-14
81768,CH,1998,11.0,f,15-24
87537,CH,1998,15.0,f,25-34
93306,CH,1998,6.0,f,35-44
99075,CH,1998,4.0,f,45-54
104844,CH,1998,1.0,f,55-64
18309,CH,1998,0.0,m,0-14
24078,CH,1998,15.0,m,15-24
29847,CH,1998,30.0,m,25-34
35616,CH,1998,26.0,m,35-44
41385,CH,1998,12.0,m,45-54
47154,CH,1998,10.0,m,55-64
76000,CH,1999,0.0,f,0-14
81769,CH,1999,5.0,f,15-24
87538,CH,1999,16.0,f,25-34
93307,CH,1999,7.0,f,35-44
99076,CH,1999,0.0,f,45-54
104845,CH,1999,2.0,f,55-64
18310,CH,1999,1.0,m,0-14
24079,CH,1999,12.0,m,15-24
29848,CH,1999,15.0,m,25-34
35617,CH,1999,17.0,m,35-44
41386,CH,1999,6.0,m,45-54
47155,CH,1999,6.0,m,55-64
76001,CH,2000,1.0,f,0-14
81770,CH,2000,9.0,f,15-24
87539,CH,2000,12.0,f,25-34
93308,CH,2000,8.0,f,35-44
99077,CH,2000,2.0,f,45-54
104846,CH,2000,1.0,f,55-64
18311,CH,2000,0.0,m,0-14
24080,CH,2000,5.0,m,15-24
29849,CH,2000,18.0,m,25-34
35618,CH,2000,10.0,m,35-44
41387,CH,2000,7.0,m,45-54
47156,CH,2000,5.0,m,55-64
76002,CH,2001,0.0,f,0-14
81771,CH,2001,3.0,f,15-24
87540,CH,2001,9.0,f,25-34
93309,CH,2001,3.0,f,35-44
99078,CH,2001,3.0,f,45-54
104847,CH,2001,1.0,f,55-64
18312,CH,2001,0.0,m,0-14
24081,CH,2001,9.0,m,15-24
29850,CH,2001,18.0,m,25-34
35619,CH,2001,13.0,m,35-44
41388,CH,2001,7.0,m,45-54
47157,CH,2001,10.0,m,55-64
76003,CH,2002,0.0,f,0-14
81772,CH,2002,11.0,f,15-24
87541,CH,2002,13.0,f,25-34
93310,CH,2002,7.0,f,35-44
99079,CH,2002,4.0,f,45-54
104848,CH,2002,1.0,f,55-64
18313,CH,2002,0.0,m,0-14
24082,CH,2002,9.0,m,15-24
29851,CH,2002,16.0,m,25-34
35620,CH,2002,11.0,m,35-44
41389,CH,2002,16.0,m,45-54
47158,CH,2002,5.0,m,55-64
76004,CH,2003,1.0,f,0-14
81773,CH,2003,10.0,f,15-24
87542,CH,2003,10.0,f,25-34
93311,CH,2003,4.0,f,35-44
99080,CH,2003,0.0,f,45-54
104849,CH,2003,3.0,f,55-64
18314,CH,2003,0.0,m,0-14
24083,CH,2003,11.0,m,15-24
29852,CH,2003,7.0,m,25-34
35621,CH,2003,19.0,m,35-44
41390,CH,2003,10.0,m,45-54
47159,CH,2003,4.0,m,55-64
76005,CH,2004,0.0,f,0-14
81774,CH,2004,6.0,f,15-24
87543,CH,2004,11.0,f,25-34
93312,CH,2004,7.0,f,35-44
99081,CH,2004,6.0,f,45-54
104850,CH,2004,4.0,f,55-64
18315,CH,2004,0.0,m,0-14
24084,CH,2004,10.0,m,15-24
29853,CH,2004,14.0,m,25-34
35622,CH,2004,8.0,m,35-44
41391,CH,2004,11.0,m,45-54
47160,CH,2004,6.0,m,55-64
76006,CH,2005,0.0,f,0-14
81775,CH,2005,6.0,f,15-24
87544,CH,2005,11.0,f,25-34
93313,CH,2005,8.0,f,35-44
99082,CH,2005,3.0,f,45-54
70237,CH,2005,0.0,f,5-14
104851,CH,2005,2.0,f,55-64
18316,CH,2005,1.0,m,0-14
24085,CH,2005,10.0,m,15-24
29854,CH,2005,9.0,m,25-34
35623,CH,2005,13.0,m,35-44
41392,CH,2005,12.0,m,45-54
12547,CH,2005,1.0,m,5-14
47161,CH,2005,2.0,m,55-64
76007,CH,2006,1.0,f,0-14
81776,CH,2006,10.0,f,15-24
87545,CH,2006,16.0,f,25-34
93314,CH,2006,11.0,f,35-44
99083,CH,2006,5.0,f,45-54
70238,CH,2006,1.0,f,5-14
104852,CH,2006,1.0,f,55-64
18317,CH,2006,1.0,m,0-14
24086,CH,2006,11.0,m,15-24
29855,CH,2006,15.0,m,25-34
35624,CH,2006,11.0,m,35-44
41393,CH,2006,8.0,m,45-54
12548,CH,2006,1.0,m,5-14
47162,CH,2006,7.0,m,55-64
76008,CH,2007,1.0,f,0-14
81777,CH,2007,9.0,f,15-24
87546,CH,2007,17.0,f,25-34
93315,CH,2007,3.0,f,35-44
99084,CH,2007,0.0,f,45-54
70239,CH,2007,1.0,f,5-14
104853,CH,2007,3.0,f,55-64
18318,CH,2007,0.0,m,0-14
24087,CH,2007,11.0,m,15-24
29856,CH,2007,10.0,m,25-34
35625,CH,2007,11.0,m,35-44
41394,CH,2007,7.0,m,45-54
12549,CH,2007,0.0,m,5-14
47163,CH,2007,5.0,m,55-64
76009,CH,2008,1.0,f,0-14
81778,CH,2008,3.0,f,15-24
87547,CH,2008,13.0,f,25-34
93316,CH,2008,6.0,f,35-44
99085,CH,2008,2.0,f,45-54
70240,CH,2008,1.0,f,5-14
104854,CH,2008,1.0,f,55-64
18319,CH,2008,0.0,m,0-14
24088,CH,2008,8.0,m,15-24
29857,CH,2008,13.0,m,25-34
35626,CH,2008,5.0,m,35-44
41395,CH,2008,4.0,m,45-54
12550,CH,2008,0.0,m,5-14
47164,CH,2008,3.0,m,55-64
76025,CI,1995,99.0,f,0-14
81794,CI,1995,810.0,f,15-24
87563,CI,1995,813.0,f,25-34
93332,CI,1995,497.0,f,35-44
99101,CI,1995,273.0,f,45-54
104870,CI,1995,105.0,f,55-64
18335,CI,1995,41.0,m,0-14
24104,CI,1995,989.0,m,15-24
29873,CI,1995,2092.0,m,25-34
35642,CI,1995,1344.0,m,35-44
41411,CI,1995,759.0,m,45-54
47180,CI,1995,283.0,m,55-64
76026,CI,1996,139.0,f,0-14
81795,CI,1996,803.0,f,15-24
87564,CI,1996,836.0,f,25-34
93333,CI,1996,409.0,f,35-44
99102,CI,1996,194.0,f,45-54
104871,CI,1996,158.0,f,55-64
18336,CI,1996,118.0,m,0-14
24105,CI,1996,903.0,m,15-24
29874,CI,1996,1670.0,m,25-34
35643,CI,1996,1107.0,m,35-44
41412,CI,1996,535.0,m,45-54
47181,CI,1996,262.0,m,55-64
76027,CI,1997,118.0,f,0-14
81796,CI,1997,955.0,f,15-24
87565,CI,1997,1123.0,f,25-34
93334,CI,1997,548.0,f,35-44
99103,CI,1997,291.0,f,45-54
104872,CI,1997,184.0,f,55-64
18337,CI,1997,87.0,m,0-14
24106,CI,1997,1140.0,m,15-24
29875,CI,1997,1850.0,m,25-34
35644,CI,1997,1326.0,m,35-44
41413,CI,1997,662.0,m,45-54
47182,CI,1997,398.0,m,55-64
76028,CI,1998,104.0,f,0-14
81797,CI,1998,955.0,f,15-24
87566,CI,1998,1087.0,f,25-34
93335,CI,1998,703.0,f,35-44
99104,CI,1998,347.0,f,45-54
104873,CI,1998,126.0,f,55-64
18338,CI,1998,72.0,m,0-14
24107,CI,1998,1173.0,m,15-24
29876,CI,1998,1747.0,m,25-34
35645,CI,1998,1471.0,m,35-44
41414,CI,1998,795.0,m,45-54
47183,CI,1998,433.0,m,55-64
76029,CI,1999,132.0,f,0-14
81798,CI,1999,1022.0,f,15-24
87567,CI,1999,1137.0,f,25-34
93336,CI,1999,644.0,f,35-44
99105,CI,1999,260.0,f,45-54
104874,CI,1999,186.0,f,55-64
18339,CI,1999,98.0,m,0-14
24108,CI,1999,1069.0,m,15-24
29877,CI,1999,1794.0,m,25-34
35646,CI,1999,1240.0,m,35-44
41415,CI,1999,629.0,m,45-54
47184,CI,1999,378.0,m,55-64
76031,CI,2001,127.0,f,0-14
81800,CI,2001,1111.0,f,15-24
87569,CI,2001,1345.0,f,25-34
93338,CI,2001,735.0,f,35-44
99107,CI,2001,342.0,f,45-54
104876,CI,2001,239.0,f,55-64
18341,CI,2001,108.0,m,0-14
24110,CI,2001,1205.0,m,15-24
29879,CI,2001,1818.0,m,25-34
35648,CI,2001,1378.0,m,35-44
41417,CI,2001,686.0,m,45-54
47186,CI,2001,393.0,m,55-64
76032,CI,2002,135.0,f,0-14
81801,CI,2002,1151.0,f,15-24
87570,CI,2002,1620.0,f,25-34
93339,CI,2002,827.0,f,35-44
99108,CI,2002,358.0,f,45-54
104877,CI,2002,210.0,f,55-64
18342,CI,2002,102.0,m,0-14
24111,CI,2002,1271.0,m,15-24
29880,CI,2002,2194.0,m,25-34
35649,CI,2002,1490.0,m,35-44
41418,CI,2002,833.0,m,45-54
47187,CI,2002,385.0,m,55-64
76033,CI,2003,154.0,f,0-14
81802,CI,2003,1193.0,f,15-24
87571,CI,2003,1617.0,f,25-34
93340,CI,2003,878.0,f,35-44
99109,CI,2003,443.0,f,45-54
104878,CI,2003,222.0,f,55-64
18343,CI,2003,116.0,m,0-14
24112,CI,2003,1232.0,m,15-24
29881,CI,2003,2075.0,m,25-34
35650,CI,2003,1517.0,m,35-44
41419,CI,2003,818.0,m,45-54
47188,CI,2003,416.0,m,55-64
76034,CI,2004,160.0,f,0-14
81803,CI,2004,1266.0,f,15-24
87572,CI,2004,1734.0,f,25-34
93341,CI,2004,916.0,f,35-44
99110,CI,2004,472.0,f,45-54
104879,CI,2004,273.0,f,55-64
18344,CI,2004,114.0,m,0-14
24113,CI,2004,1418.0,m,15-24
29882,CI,2004,2323.0,m,25-34
35651,CI,2004,1530.0,m,35-44
41420,CI,2004,875.0,m,45-54
47189,CI,2004,474.0,m,55-64
76035,CI,2005,193.0,f,0-14
81804,CI,2005,1280.0,f,15-24
87573,CI,2005,1756.0,f,25-34
93342,CI,2005,989.0,f,35-44
99111,CI,2005,528.0,f,45-54
104880,CI,2005,232.0,f,55-64
18345,CI,2005,128.0,m,0-14
24114,CI,2005,1346.0,m,15-24
29883,CI,2005,2449.0,m,25-34
35652,CI,2005,1606.0,m,35-44
41421,CI,2005,888.0,m,45-54
47190,CI,2005,422.0,m,55-64
76036,CI,2006,191.0,f,0-14
81805,CI,2006,1327.0,f,15-24
87574,CI,2006,1776.0,f,25-34
93343,CI,2006,1069.0,f,35-44
99112,CI,2006,445.0,f,45-54
104881,CI,2006,275.0,f,55-64
18346,CI,2006,171.0,m,0-14
24115,CI,2006,1467.0,m,15-24
29884,CI,2006,2476.0,m,25-34
35653,CI,2006,1614.0,m,35-44
41422,CI,2006,915.0,m,45-54
47191,CI,2006,564.0,m,55-64
76037,CI,2007,225.0,f,0-14
81806,CI,2007,1349.0,f,15-24
87575,CI,2007,1973.0,f,25-34
93344,CI,2007,1126.0,f,35-44
99113,CI,2007,596.0,f,45-54
104882,CI,2007,354.0,f,55-64
18347,CI,2007,173.0,m,0-14
24116,CI,2007,1576.0,m,15-24
29885,CI,2007,2705.0,m,25-34
35654,CI,2007,1817.0,m,35-44
41423,CI,2007,981.0,m,45-54
47192,CI,2007,532.0,m,55-64
76038,CI,2008,277.0,f,0-14
81807,CI,2008,1477.0,f,15-24
87576,CI,2008,2085.0,f,25-34
93345,CI,2008,1171.0,f,35-44
99114,CI,2008,641.0,f,45-54
104883,CI,2008,326.0,f,55-64
18348,CI,2008,261.0,m,0-14
24117,CI,2008,1764.0,m,15-24
29886,CI,2008,2944.0,m,25-34
35655,CI,2008,1842.0,m,35-44
41424,CI,2008,1121.0,m,45-54
47193,CI,2008,649.0,m,55-64
76039,CK,1980,0.0,f,0-14
81808,CK,1980,3.0,f,15-24
87577,CK,1980,0.0,f,25-34
93346,CK,1980,0.0,f,35-44
99115,CK,1980,1.0,f,45-54
104884,CK,1980,0.0,f,55-64
18349,CK,1980,0.0,m,0-14
24118,CK,1980,2.0,m,15-24
29887,CK,1980,0.0,m,25-34
35656,CK,1980,1.0,m,35-44
41425,CK,1980,1.0,m,45-54
47194,CK,1980,0.0,m,55-64
76040,CK,1981,0.0,f,0-14
81809,CK,1981,0.0,f,15-24
87578,CK,1981,0.0,f,25-34
93347,CK,1981,0.0,f,35-44
99116,CK,1981,0.0,f,45-54
104885,CK,1981,1.0,f,55-64
18350,CK,1981,0.0,m,0-14
24119,CK,1981,0.0,m,15-24
29888,CK,1981,1.0,m,25-34
35657,CK,1981,0.0,m,35-44
41426,CK,1981,0.0,m,45-54
47195,CK,1981,0.0,m,55-64
76041,CK,1982,0.0,f,0-14
81810,CK,1982,2.0,f,15-24
87579,CK,1982,0.0,f,25-34
93348,CK,1982,3.0,f,35-44
99117,CK,1982,0.0,f,45-54
104886,CK,1982,0.0,f,55-64
18351,CK,1982,0.0,m,0-14
24120,CK,1982,0.0,m,15-24
29889,CK,1982,0.0,m,25-34
35658,CK,1982,1.0,m,35-44
41427,CK,1982,2.0,m,45-54
47196,CK,1982,3.0,m,55-64
76042,CK,1983,0.0,f,0-14
81811,CK,1983,4.0,f,15-24
87580,CK,1983,0.0,f,25-34
93349,CK,1983,3.0,f,35-44
99118,CK,1983,1.0,f,45-54
104887,CK,1983,2.0,f,55-64
18352,CK,1983,0.0,m,0-14
24121,CK,1983,2.0,m,15-24
29890,CK,1983,1.0,m,25-34
35659,CK,1983,0.0,m,35-44
41428,CK,1983,0.0,m,45-54
47197,CK,1983,1.0,m,55-64
76043,CK,1984,0.0,f,0-14
81812,CK,1984,0.0,f,15-24
87581,CK,1984,0.0,f,25-34
93350,CK,1984,0.0,f,35-44
99119,CK,1984,0.0,f,45-54
104888,CK,1984,0.0,f,55-64
18353,CK,1984,0.0,m,0-14
24122,CK,1984,0.0,m,15-24
29891,CK,1984,1.0,m,25-34
35660,CK,1984,0.0,m,35-44
41429,CK,1984,1.0,m,45-54
47198,CK,1984,0.0,m,55-64
76044,CK,1985,0.0,f,0-14
81813,CK,1985,1.0,f,15-24
87582,CK,1985,1.0,f,25-34
93351,CK,1985,0.0,f,35-44
99120,CK,1985,0.0,f,45-54
104889,CK,1985,1.0,f,55-64
18354,CK,1985,1.0,m,0-14
24123,CK,1985,0.0,m,15-24
29892,CK,1985,0.0,m,25-34
35661,CK,1985,1.0,m,35-44
41430,CK,1985,2.0,m,45-54
47199,CK,1985,1.0,m,55-64
76045,CK,1986,1.0,f,0-14
81814,CK,1986,0.0,f,15-24
87583,CK,1986,0.0,f,25-34
93352,CK,1986,0.0,f,35-44
99121,CK,1986,0.0,f,45-54
104890,CK,1986,0.0,f,55-64
18355,CK,1986,0.0,m,0-14
24124,CK,1986,1.0,m,15-24
29893,CK,1986,0.0,m,25-34
35662,CK,1986,0.0,m,35-44
41431,CK,1986,0.0,m,45-54
47200,CK,1986,0.0,m,55-64
76046,CK,1987,1.0,f,0-14
81815,CK,1987,0.0,f,15-24
87584,CK,1987,0.0,f,25-34
93353,CK,1987,0.0,f,35-44
99122,CK,1987,0.0,f,45-54
104891,CK,1987,0.0,f,55-64
18356,CK,1987,0.0,m,0-14
24125,CK,1987,0.0,m,15-24
29894,CK,1987,0.0,m,25-34
35663,CK,1987,1.0,m,35-44
41432,CK,1987,0.0,m,45-54
47201,CK,1987,0.0,m,55-64
76048,CK,1989,1.0,f,0-14
81817,CK,1989,0.0,f,15-24
87586,CK,1989,0.0,f,25-34
93355,CK,1989,0.0,f,35-44
99124,CK,1989,0.0,f,45-54
104893,CK,1989,0.0,f,55-64
18358,CK,1989,0.0,m,0-14
24127,CK,1989,0.0,m,15-24
29896,CK,1989,0.0,m,25-34
35665,CK,1989,0.0,m,35-44
41434,CK,1989,0.0,m,45-54
47203,CK,1989,0.0,m,55-64
76050,CK,1991,0.0,f,0-14
81819,CK,1991,1.0,f,15-24
87588,CK,1991,0.0,f,25-34
93357,CK,1991,0.0,f,35-44
99126,CK,1991,0.0,f,45-54
104895,CK,1991,0.0,f,55-64
18360,CK,1991,0.0,m,0-14
24129,CK,1991,0.0,m,15-24
29898,CK,1991,0.0,m,25-34
35667,CK,1991,0.0,m,35-44
41436,CK,1991,0.0,m,45-54
47205,CK,1991,0.0,m,55-64
76051,CK,1992,0.0,f,0-14
81820,CK,1992,0.0,f,15-24
87589,CK,1992,0.0,f,25-34
93358,CK,1992,1.0,f,35-44
99127,CK,1992,0.0,f,45-54
104896,CK,1992,1.0,f,55-64
18361,CK,1992,0.0,m,0-14
24130,CK,1992,0.0,m,15-24
29899,CK,1992,0.0,m,25-34
35668,CK,1992,0.0,m,35-44
41437,CK,1992,1.0,m,45-54
47206,CK,1992,2.0,m,55-64
76052,CK,1993,0.0,f,0-14
81821,CK,1993,0.0,f,15-24
87590,CK,1993,1.0,f,25-34
93359,CK,1993,0.0,f,35-44
99128,CK,1993,0.0,f,45-54
104897,CK,1993,1.0,f,55-64
18362,CK,1993,0.0,m,0-14
24131,CK,1993,0.0,m,15-24
29900,CK,1993,0.0,m,25-34
35669,CK,1993,0.0,m,35-44
41438,CK,1993,2.0,m,45-54
47207,CK,1993,0.0,m,55-64
76053,CK,1994,1.0,f,0-14
81822,CK,1994,0.0,f,15-24
87591,CK,1994,0.0,f,25-34
93360,CK,1994,0.0,f,35-44
99129,CK,1994,0.0,f,45-54
104898,CK,1994,0.0,f,55-64
18363,CK,1994,0.0,m,0-14
24132,CK,1994,0.0,m,15-24
29901,CK,1994,0.0,m,25-34
35670,CK,1994,0.0,m,35-44
41439,CK,1994,0.0,m,45-54
47208,CK,1994,3.0,m,55-64
76054,CK,1995,0.0,f,0-14
81823,CK,1995,0.0,f,15-24
87592,CK,1995,0.0,f,25-34
93361,CK,1995,0.0,f,35-44
99130,CK,1995,1.0,f,45-54
104899,CK,1995,0.0,f,55-64
18364,CK,1995,0.0,m,0-14
24133,CK,1995,0.0,m,15-24
29902,CK,1995,0.0,m,25-34
35671,CK,1995,0.0,m,35-44
41440,CK,1995,0.0,m,45-54
47209,CK,1995,1.0,m,55-64
76055,CK,1996,0.0,f,0-14
81824,CK,1996,0.0,f,15-24
87593,CK,1996,0.0,f,25-34
93362,CK,1996,0.0,f,35-44
99131,CK,1996,0.0,f,45-54
104900,CK,1996,1.0,f,55-64
18365,CK,1996,0.0,m,0-14
24134,CK,1996,0.0,m,15-24
29903,CK,1996,0.0,m,25-34
35672,CK,1996,0.0,m,35-44
41441,CK,1996,0.0,m,45-54
47210,CK,1996,0.0,m,55-64
76056,CK,1997,0.0,f,0-14
81825,CK,1997,0.0,f,15-24
87594,CK,1997,0.0,f,25-34
93363,CK,1997,1.0,f,35-44
99132,CK,1997,0.0,f,45-54
104901,CK,1997,0.0,f,55-64
18366,CK,1997,0.0,m,0-14
24135,CK,1997,0.0,m,15-24
29904,CK,1997,0.0,m,25-34
35673,CK,1997,0.0,m,35-44
41442,CK,1997,0.0,m,45-54
47211,CK,1997,1.0,m,55-64
76057,CK,1998,0.0,f,0-14
81826,CK,1998,0.0,f,15-24
87595,CK,1998,0.0,f,25-34
93364,CK,1998,0.0,f,35-44
99133,CK,1998,0.0,f,45-54
104902,CK,1998,0.0,f,55-64
18367,CK,1998,0.0,m,0-14
24136,CK,1998,0.0,m,15-24
29905,CK,1998,0.0,m,25-34
35674,CK,1998,0.0,m,35-44
41443,CK,1998,0.0,m,45-54
47212,CK,1998,0.0,m,55-64
76059,CK,2000,0.0,f,0-14
81828,CK,2000,0.0,f,15-24
87597,CK,2000,0.0,f,25-34
93366,CK,2000,0.0,f,35-44
99135,CK,2000,0.0,f,45-54
